Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
@CBSNews,Thu Apr 26 22:30:50 +0000 2018,"Hilton the shark weighs 1,326 pounds and12.5 feet long. But what is possibly the most impressive thing about this c… https://t.co/7i67BpGr51",0.5563,0.152,0.848,0.0,29
@CBSNews,Thu Apr 26 22:15:33 +0000 2018,".@FLOTUS Melania Trump turns 48 today. Happy birthday, Melania!  https://t.co/7Li8mTIcpY https://t.co/O1e6VChpqD",0.6114,0.285,0.715,0.0,30
@CBSNews,Thu Apr 26 22:00:03 +0000 2018,"Within hours of his swearing in, Mike Pompeo was already off on his first trip as secretary of state… https://t.co/2fpZPGhwhF",-0.25,0.0,0.905,0.095,31
@CBSNews,Thu Apr 26 21:45:36 +0000 2018,A local bar's name is creating controversy in a small Wisconsin city. Some find the bar is promoting sexual assault… https://t.co/8489yp7V2s,0.5719,0.217,0.783,0.0,32
@CBSNews,Thu Apr 26 21:30:02 +0000 2018,"By reaching millions of readers, Michelle McNamara shined a brighter light on the ""Golden State Killer"" case than h… https://t.co/px5Lo5yYSO",-0.2263,0.178,0.648,0.174,33
@CBSNews,Thu Apr 26 21:15:01 +0000 2018,27-year-old woman dies from rare rodent-borne disease 3 months after first showing symptoms https://t.co/163ikKxjXD https://t.co/cM2bUFzlT4,0.0,0.0,1.0,0.0,34
@CBSNews,Thu Apr 26 20:50:01 +0000 2018,Former federal judge appointed as special master in Michael Cohen case; Barbara Jones to help determine what materi… https://t.co/Cik7Q3iV6s,0.6597,0.241,0.759,0.0,35
@CBSNews,Thu Apr 26 20:36:34 +0000 2018,Kim Jong Un is bringing his own toilet to the Koreas summit https://t.co/kl27kGprvn https://t.co/u1IG9ehLgp,0.0,0.0,1.0,0.0,36
@CBSNews,Thu Apr 26 20:15:02 +0000 2018,Kentucky man's video goes viral after he uses Walmart intercom to ask for help https://t.co/A5W5l1HVQm https://t.co/MyFf6ycfp5,0.4019,0.153,0.847,0.0,37
@CBSNews,Thu Apr 26 19:50:39 +0000 2018,"After 13 hours of deliberation, a jury found Bill Cosby guilty on all three counts of aggravated indecent assault;… https://t.co/65c5mQIdaH",-0.6908,0.0,0.749,0.251,38
@CBSNews,Thu Apr 26 19:43:55 +0000 2018,"@CBSNews ""The guy was an actor for a long time. And it was an act. It was an act. We got to see who he really was,""… https://t.co/YGmqU4nTx6",0.0,0.0,1.0,0.0,39
@CBSNews,Thu Apr 26 19:35:24 +0000 2018,"@CBSNews ""[Bill Cosby] may be facing years in prison. He was convicted of three counts of this so technically that… https://t.co/GN5hDmoUrU",-0.5106,0.0,0.858,0.142,40
@CBSNews,Thu Apr 26 19:32:38 +0000 2018,"@CBSNews ""So we hope that this case sends a strong message that the victims of these types of crimes can come forwa… https://t.co/lnu80BUKfo",0.6344,0.233,0.684,0.083,41
@CBSNews,Thu Apr 26 19:21:56 +0000 2018,"@CBSNews Steele: ""The most important person in this is Andrea Constand. There you are. 14 years later it may be eas… https://t.co/qj2Xj4UyP5",0.2716,0.091,0.909,0.0,42
@CBSNews,Thu Apr 26 19:18:45 +0000 2018,"""What was revealed through this investigation was a man who had spent decades preying on women that he drugged and… https://t.co/608GKNCstp",0.0,0.0,1.0,0.0,43
@CBSNews,Thu Apr 26 19:16:43 +0000 2018,14 endangered sea turtles were released back into their natural habitat this week after getting stranded in chilly… https://t.co/jj2OwwrSRf,0.3612,0.122,0.878,0.0,44
@CBSNews,Thu Apr 26 19:13:33 +0000 2018,WATCH NOW: Prosecutors speak after guilty verdict in Bill Cosby sexual assault trial. https://t.co/fhSpFnZ1fn https://t.co/2CS7D8wKma,-0.7184,0.079,0.594,0.327,45
@CBSNews,Thu Apr 26 19:08:01 +0000 2018,"New York federal judge appoints Barbara Jones, a former Manhattan federal judge, to help determine what materials s… https://t.co/98YCOi33dm",0.4019,0.137,0.863,0.0,46
@CBSNews,Thu Apr 26 18:41:51 +0000 2018,"“But today, this jury has shown that what the #MeToo movement is saying is that women are worthy of being believed,… https://t.co/L1YekMN79o",0.4404,0.121,0.879,0.0,47
@CBSNews,Thu Apr 26 18:37:25 +0000 2018,"Attorney Gloria Allred and some of her clients chant: ""Bill Cosby, three words for you: Guilty, guilty, guilty.""… https://t.co/IbieTbsJJX",-0.6808,0.0,0.752,0.248,48
@CBSNews,Thu Apr 26 18:34:59 +0000 2018,"""This an 'her-storic' result … Not history, but the story of her,"" attorney Gloria Allred says. ""The story of all o… https://t.co/bk7rFp13TX",0.0,0.0,1.0,0.0,49
@CBSNews,Thu Apr 26 18:30:50 +0000 2018,"""We are so happy that finally we can say women are believed, and not only on #MeToo, but in a court of law where th… https://t.co/9VjUFe0FPP",0.4349,0.107,0.893,0.0,50
@CBSNews,Thu Apr 26 18:15:25 +0000 2018,WATCH: Bill Cosby walks out of Pennsylvania courtroom after being found guilty on 3 counts of aggravated indecent a… https://t.co/7MIRKR7YW2,-0.6908,0.0,0.749,0.251,51
@CBSNews,Thu Apr 26 18:09:12 +0000 2018,".@Jerickaduncan on the scene inside the courtroom: ""We do know, just from the reporting I'm hearing inside, that it… https://t.co/7xofMLJgZO",0.0,0.0,1.0,0.0,52
@CBSNews,Thu Apr 26 18:01:34 +0000 2018,".@Jerickaduncan reports on why prosecutors chose Andrea Constand's case for retrial: ""In this particular case, this… https://t.co/EzRc1HtW1D",0.0,0.0,1.0,0.0,53
@CBSNews,Thu Apr 26 17:51:55 +0000 2018,JUST IN: Bill Cosby has been found guilty on all 3 counts of aggravated indecent assault; he faces up to 30 years i… https://t.co/STjRH1fJYF,-0.8591,0.0,0.678,0.322,54
@CBSNews,Thu Apr 26 17:40:01 +0000 2018,"About 1 in 59 children in the United States live with autism spectrum disorder, according to a report from the CDC… https://t.co/rO4F7ndCUs",0.0258,0.119,0.766,0.115,55
@CBSNews,Thu Apr 26 17:32:06 +0000 2018,MORE:  Judge Kimba Wood appoints former SDNY Judge Barbara Jones to be special master in the matter of the search w… https://t.co/bt7gK9iBE0,0.4215,0.16,0.84,0.0,56
@CBSNews,Thu Apr 26 17:30:57 +0000 2018,"MOMENTS AGO: Michael Avenatti, the lawyer for Stormy Daniels, speaks to the press https://t.co/rTX1assMjb https://t.co/vQazpFYiFI",0.0,0.0,1.0,0.0,57
@CBSNews,Thu Apr 26 17:10:34 +0000 2018,JUST IN: Senate confirms Mike Pompeo as the next secretary of state in 57-42 vote https://t.co/sJYHOm6QPj https://t.co/CaDakR42sJ,0.0,0.0,1.0,0.0,58
@CBSNews,Thu Apr 26 17:05:01 +0000 2018,"President Trump will visit the U.K. on July 13 for a ""working visit"" with Prime Minister Theresa May, the White Hou… https://t.co/BG1krztiEm",0.0,0.0,1.0,0.0,59
@CBSNews,Thu Apr 26 16:51:29 +0000 2018,Explosion rocks Wisconsin refinery; several injuries reported https://t.co/X5vE7iwbFI https://t.co/H4IPM6UtgD,0.0,0.0,1.0,0.0,60
@CBSNews,Thu Apr 26 16:40:01 +0000 2018,Senate Judiciary Committee votes to advance a bill to protect special counsel Robert Mueller's job:… https://t.co/0NwVghLCAe,0.6486,0.29,0.71,0.0,61
@CBSNews,Thu Apr 26 16:25:01 +0000 2018,Southwest Airlines says the in-flight engine explosion that killed a female customer is  hitting its ticket sales… https://t.co/jmcJvFJcGZ,-0.6705,0.0,0.78,0.22,62
@CBSNews,Thu Apr 26 16:10:18 +0000 2018,"Even when you're a royal, being a new dad is hard. https://t.co/in6iVmTyJc https://t.co/O7OCQfYAB7",-0.1027,0.0,0.877,0.123,63
@CBSNews,Thu Apr 26 15:55:01 +0000 2018,"President Trump hit a number of topics -- from Ronny Jackson to Michael Cohen -- in a nearly 30-minute, freewheelin… https://t.co/vDviLZDWkN",0.0772,0.067,0.933,0.0,64
@CBSNews,Thu Apr 26 15:51:31 +0000 2018,"Avicii ""could not go on any longer"" and ""wanted to find peace,"" his family says: https://t.co/CjhmmR3zch https://t.co/5MaWO61RNN",0.0,0.0,1.0,0.0,65
@CBSNews,Thu Apr 26 15:40:41 +0000 2018,"MOMENTS AGO: President Trump's personal lawyer, Michael Cohen, enters a federal courthouse in lower Manhattan… https://t.co/JGK97FLS0e",-0.296,0.0,0.864,0.136,66
@CBSNews,Thu Apr 26 15:40:37 +0000 2018,"White House doctor Ronny Jackson, who famously gave President Trump a clean bill of health during a White House bri… https://t.co/yJnN736URr",0.4019,0.13,0.87,0.0,67
@CBSNews,Thu Apr 26 15:20:03 +0000 2018,Ford just announced it's getting rid of all the cars in its North American lineup but 2 https://t.co/ovWryWCaVa https://t.co/JxUVSCkoMh,0.0,0.0,1.0,0.0,68
@CBSNews,Thu Apr 26 15:06:40 +0000 2018,WATCH LIVE: President Trump is greeting riders in the Wounded Warrior Project's Soldier Ride at the White House… https://t.co/lCUc9eRZXi,0.3818,0.126,0.874,0.0,69
@CBSNews,Thu Apr 26 14:50:03 +0000 2018,"A dog named ""Rocky,"" who was left to die in a park near Philadelphia, is finally eating after undergoing emergency… https://t.co/lFC14LkaUo",-0.5994,0.0,0.822,0.178,70
@CBSNews,Thu Apr 26 14:34:19 +0000 2018,WATCH NOW: EPA chief Scott Pruit testifies on Capitol Hill as he faces questions over alleged ethics lapses.… https://t.co/2Wuo9UDmnr,0.0,0.0,1.0,0.0,71
@CBSNews,Thu Apr 26 14:26:04 +0000 2018,The royal baby's name hasn't been revealed yet -- but Prince William may have just dropped a hint.… https://t.co/4g6ll4hnkb,0.0,0.0,1.0,0.0,72
@CBSNews,Thu Apr 26 14:00:59 +0000 2018,"Autistic boy builds the world's largest Lego replica of the Titanic, discovers his calling in the process… https://t.co/RCjLfGk3DJ",0.0,0.0,1.0,0.0,73
@CBSNews,Thu Apr 26 13:45:01 +0000 2018,Bobby Kennedy's life and transformation into a liberal hero is coming to Netflix in a new four-part documentary ser… https://t.co/InpvjGKeSu,0.5574,0.175,0.825,0.0,74
@CBSNews,Thu Apr 26 13:30:01 +0000 2018,"Mary Daly, DOJ's opioid point person, will focus on fentanyl, the deadly painkiller fueling the crisis.… https://t.co/MA07cFQR7H",0.0,0.0,1.0,0.0,75
@CBSNews,Thu Apr 26 13:15:02 +0000 2018,A grueling Republican Senate race in Vice President Mike Pence's home state of Indiana has been dubbed the nation's… https://t.co/iZPrM35H8X,0.0,0.0,1.0,0.0,76
@CBSNews,Thu Apr 26 13:00:03 +0000 2018,Republicans have known for months that their House majority is in peril. But after another bruising showing in a sp… https://t.co/fbJUU0r4Tt,-0.4019,0.0,0.876,0.124,77
@CBSNews,Thu Apr 26 12:40:01 +0000 2018,Research by Chinese geologists suggests that the mountain above North Korea's main nuclear test site has likely col… https://t.co/6KsofREZ8D,0.0,0.0,1.0,0.0,78
@CBSNews,Thu Apr 26 12:36:13 +0000 2018,".@JakeTapper aims to uncover the truth with his hard-nosed interviews. But now in his new book, Tapper turns his at… https://t.co/kafMtuKuAJ",0.3182,0.103,0.897,0.0,79
@CBSNews,Thu Apr 26 12:34:01 +0000 2018,Here’s another look at this morning’s headlines on @CBSThisMorning: https://t.co/z65m2ItnFv,0.0,0.0,1.0,0.0,80
@CBSNews,Thu Apr 26 12:25:08 +0000 2018,National security issues are dominating President Trump’s days. @CBSThisMorning co-host @jdickerson’s cover story i… https://t.co/wutForyUuU,0.0516,0.136,0.739,0.125,81
@CBSNews,Thu Apr 26 12:20:01 +0000 2018,"Train crashes into school van at an ungated railroad crossing in northern India, killing 12 children, police say.… https://t.co/Ep5Hle76ix",-0.6597,0.0,0.804,0.196,82
@CBSNews,Thu Apr 26 12:16:30 +0000 2018,"South Africa's so-called ""Day Zero"" of no water has been pushed back to 2019, but global water shortages are still… https://t.co/2hrEEL9pIV",-0.2263,0.0,0.868,0.132,83
@CBSNews,Thu Apr 26 12:16:26 +0000 2018,RT @CBSThisMorning: AHEAD: @JakeTapper joins us live in Studio 57. https://t.co/1eYxUr91i2,0.0,0.0,1.0,0.0,84
@CBSNews,Thu Apr 26 12:09:25 +0000 2018,French President Emmanuel Macron says he thinks President Trump will back out of the Iran nuclear deal in the next… https://t.co/DjeuVVXTVT,0.0,0.0,1.0,0.0,85
@CBSNews,Thu Apr 26 12:06:14 +0000 2018,Rear Adm. Ronny Jackson is withdrawing his nomination to be Veteran Affairs secretary. @MajorCBS is outside the Whi… https://t.co/GCwPo23NaG,0.0,0.0,1.0,0.0,86
@CBSNews,Thu Apr 26 12:01:01 +0000 2018,"NEW: White House doctor Ronny Jackson withdraws nomination to lead department of Veterans Affairs, calls allegation… https://t.co/ikZ2UupCH9",0.0,0.0,1.0,0.0,87
@CBSNews,Thu Apr 26 12:00:02 +0000 2018,Prisoner on Texas death row for killing a 5-year-old girl and her grandmother at a child's birthday party a decade… https://t.co/Q3VrlKehfa,-0.8779,0.095,0.491,0.414,88
@CBSNews,Thu Apr 26 11:53:39 +0000 2018,.@CBSThisMorning takes a look at some of today’s headlines from around the globe: https://t.co/O47vpjZnF2,0.0,0.0,1.0,0.0,89
@CBSNews,Thu Apr 26 11:45:46 +0000 2018,Veterans are twice as likely as non-veterans to die from accidental overdoses involving prescription opioids. In an… https://t.co/Q5ouqWsSZA,-0.6369,0.0,0.755,0.245,90
@CBSNews,Thu Apr 26 11:40:06 +0000 2018,An official from the Port Authority of New York and New Jersey caught on video apparently trying to influence polic… https://t.co/lUlYtXi4jP,0.0772,0.061,0.939,0.0,91
@CBSNews,Thu Apr 26 11:40:01 +0000 2018,"Prince Harry has asked elder brother Prince William to be best man at his wedding next month, Britain's royal offic… https://t.co/IQqkZ1MDXS",0.6369,0.174,0.826,0.0,92
@CBSNews,Thu Apr 26 11:35:05 +0000 2018,Hip hop mogul Kanye West is facing backlash from some fans and music industry peers for a series of tweets offering… https://t.co/ISywAjnaB1,0.0,0.0,1.0,0.0,93
@CBSNews,Thu Apr 26 11:22:41 +0000 2018,"Former President George H.W. Bush is out of intensive care. A family spokesman says Mr. Bush is alert and talking,… https://t.co/ZusrIRptli",0.6597,0.231,0.769,0.0,94
@CBSNews,Thu Apr 26 11:20:01 +0000 2018,"""We just didn't give up."" Survivor terrorized by Golden State Killer speaks out after arrest made in decades-long c… https://t.co/EaR0b8P7GH",-0.9171,0.0,0.553,0.447,95
@CBSNews,Thu Apr 26 11:19:32 +0000 2018,"New numbers, released by AAA, show a historic rise in the number of deaths from hit-and-run crashes. More than 2,00… https://t.co/jY4YZGvj5j",0.0772,0.064,0.936,0.0,96
@CBSNews,Thu Apr 26 11:17:38 +0000 2018,"Pres. Trump's personal attorney, Michael Cohen, says he will plead the 5th in the Stormy Daniels lawsuit. The move… https://t.co/TOkzDuK6CJ",-0.2263,0.0,0.909,0.091,97
@CBSNews,Thu Apr 26 11:11:29 +0000 2018,White House sources tell CBS News they suspect Rear Adm. Ronny Jackson will withdraw his nomination to be VA secret… https://t.co/EbpWvn8Q4e,-0.296,0.0,0.901,0.099,98
@CBSNews,Thu Apr 26 11:08:38 +0000 2018,Strikes by teachers across Arizona and Colorado today and tomorrow will force more than a million students to miss… https://t.co/fFgTO6DvSW,-0.3612,0.0,0.878,0.122,99
@CBSNews,Thu Apr 26 11:04:57 +0000 2018,Investigators in California say advanced DNA technology led them to one of the country's most notorious serial kill… https://t.co/GeRdQKsdGT,-0.2944,0.09,0.766,0.144,100
@CNN,Fri Apr 27 00:21:35 +0000 2018,South Korea's Moon Jae-in has arrived in the demilitarized zone (DMZ) for the inter-Korea summit.… https://t.co/QMjwSWPKt0,0.0,0.0,1.0,0.0,1
@CNN,Fri Apr 27 00:14:39 +0000 2018,That time Fox News tried to wrap up a Trump interview -- CNN's Jeanne Moos has more https://t.co/T3Nrbtprsk https://t.co/WNNqcUMoDC,0.0,0.0,1.0,0.0,2
@CNN,Fri Apr 27 00:04:17 +0000 2018,South Korean President Moon Jae-in's motorcade has crossed the Unification Bridge and entered the demilitarized zon… https://t.co/ttJDgbLeE2,0.0,0.0,1.0,0.0,3
@CNN,Thu Apr 26 23:52:07 +0000 2018,".@camanpour: What do you expect to be the outcome of the North/South summit?

North Korean defector, Thae Yong-ho:… https://t.co/1IwP7dgqtI",-0.4404,0.0,0.861,0.139,4
@CNN,Thu Apr 26 23:51:32 +0000 2018,1 poll number that should be a wake-up call for politicians | Analysis by @CillizzaCNN https://t.co/FzdttniB6q https://t.co/BuYOFJ4s5l,0.0772,0.091,0.909,0.0,5
@CNN,Thu Apr 26 23:45:50 +0000 2018,RT @cnni: South Korea's Moon Jae-in has set off and is en route to the demilitarized zone (DMZ) to meet North Korea's Kim Jong Un. Live upd…,0.0,0.0,1.0,0.0,6
@CNN,Thu Apr 26 23:45:21 +0000 2018,"RT @OutFrontCNN: Sen. Richard Blumenthal calls Trump's comments about the DOJ during his Fox and Friends interview ""a very ominous and thre…",0.1045,0.12,0.775,0.104,7
@CNN,Thu Apr 26 23:42:07 +0000 2018,"The man who police say is the Golden State Killer was found using DNA-matching information from genealogy websites,… https://t.co/ws3Y4LL7Qn",-0.6486,0.0,0.807,0.193,8
@CNN,Thu Apr 26 23:37:02 +0000 2018,"OK, Apu is funny -- but there's still a big problem | By Ali Noorani via @CNNOpinion https://t.co/GCx4KbGHY8 https://t.co/fZ5kqxFl07",-0.1614,0.182,0.652,0.165,9
@CNN,Thu Apr 26 23:36:38 +0000 2018,"RT @OutFrontCNN: Stephen Moore says the ""character assassination"" of Scott Pruitt is because he doesn't believe in climate change, adding t…",-0.5994,0.0,0.837,0.163,10
@CNN,Thu Apr 26 23:31:09 +0000 2018,Several prominent Democratic lawmakers want to know more about why House Speaker Paul Ryan requested that the House… https://t.co/NDYVDZIuti,0.3818,0.175,0.825,0.0,11
@CNN,Thu Apr 26 23:27:45 +0000 2018,61% of GOP voters say Mueller's probe into potential coordination between the Trump campaign and the Russian govern… https://t.co/pTiIoc29oj,0.0,0.0,1.0,0.0,12
@CNN,Thu Apr 26 23:25:22 +0000 2018,South Korea's Moon Jae-in has set off and is en route to the demilitarized zone (DMZ) to meet North Korea's Kim Jon… https://t.co/oY5XXc4Exl,0.0,0.0,1.0,0.0,13
@CNN,Thu Apr 26 23:22:33 +0000 2018,President Donald Trump extended the deadline for the public release of the John F. Kennedy assassination files to 2… https://t.co/bJCKZoRImE,-0.5994,0.0,0.83,0.17,14
@CNN,Thu Apr 26 23:21:40 +0000 2018,Kanye only cares about himself ... just like Trump | By Clay Cane via @CNNOpinion https://t.co/NiTJxZ1gmK https://t.co/iheMHcbwJr,0.6705,0.282,0.718,0.0,15
@CNN,Thu Apr 26 23:20:31 +0000 2018,The Senate Ethics Committee issued a blistering letter admonishing Democratic Sen. Bob Menendez of New Jersey for a… https://t.co/3BLB66dlOh,0.0,0.0,1.0,0.0,16
@CNN,Thu Apr 26 23:19:05 +0000 2018,"""Avengers: Infinity War"" could make box office history this weekend https://t.co/TbXQOlllOC https://t.co/DPorGxQA2J",-0.5994,0.0,0.738,0.262,17
@CNN,Thu Apr 26 23:17:37 +0000 2018,"Six in 10 Republican voters now believe special counsel Robert Mueller's investigation is unfair, a 15-point swing… https://t.co/gSxZS33kIe",-0.1027,0.13,0.721,0.149,18
@CNN,Thu Apr 26 23:15:29 +0000 2018,"For Jessica Nabongo,becoming the first black woman to visit every country on Earth isn't just about getting her nam… https://t.co/C8ohDybMqt",0.0,0.0,1.0,0.0,19
@CNN,Thu Apr 26 23:13:44 +0000 2018,When kids take over the White House press briefing https://t.co/Yb9CbSDhQg https://t.co/NONtYhPeeA,0.0,0.0,1.0,0.0,20
@CNN,Thu Apr 26 23:12:41 +0000 2018,"RT @OutFrontCNN: ""All of this is going to come back and haunt him"" says former Nixon WH Counsel John Dean about President Trump's interview…",-0.4019,0.0,0.895,0.105,21
@CNN,Thu Apr 26 23:12:15 +0000 2018,Giving the antibiotic azithromycin twice a year to young children in sub-Saharan Africa reduced childhood deaths by… https://t.co/7uQFmrOT7Y,0.34,0.13,0.87,0.0,22
@CNN,Thu Apr 26 23:08:03 +0000 2018,Illinois Democratic Sen. Tammy Duckworth returned to the Senate floor with her newborn baby to cast a vote -- most… https://t.co/6thPmJcmGL,0.0,0.0,1.0,0.0,23
@CNN,Thu Apr 26 22:56:04 +0000 2018,"The Marvel Cinematic Universe is more than just action-packed fighting, cool super suits and memorable one-liners.… https://t.co/FbVlbcEfGd",0.7579,0.367,0.531,0.102,24
@CNN,Thu Apr 26 22:51:05 +0000 2018,"One in 59 US children has autism, according to a new CDC report https://t.co/8W88txds5V https://t.co/7nSgLJrDJb",0.0,0.0,1.0,0.0,25
@CNN,Thu Apr 26 22:46:07 +0000 2018,South Korea's President Moon Jae-in and North Korean leader Kim Jong Un will meet for the first time in more than a… https://t.co/AY4gP633Vm,0.0,0.0,1.0,0.0,26
@CNN,Thu Apr 26 22:45:01 +0000 2018,A judge has dismissed a lawsuit by a man who claimed he was unfairly kicked out of a New York City bar for wearing… https://t.co/QEKfmkuPbF,-0.2263,0.0,0.913,0.087,27
@CNN,Thu Apr 26 22:43:50 +0000 2018,"So, Scott Pruitt totally lied about raises for his employees | Analysis by @CillizzaCNN https://t.co/eyscSzo291 https://t.co/iOYsEPA4as",-0.4391,0.0,0.829,0.171,28
@CNN,Thu Apr 26 22:40:43 +0000 2018,"What happens now that comedian Bill Cosby has been convicted?

- He's allowed to go home
- He can't leave Pennsylva… https://t.co/Hq73qlSsGL",0.4114,0.172,0.828,0.0,29
@CNN,Thu Apr 26 22:34:53 +0000 2018,"The United States has effectively closed its doors on Huawei and ZTE, two of China's biggest tech companies.

That'… https://t.co/xOoiY3sdx6",0.6908,0.241,0.759,0.0,30
@CNN,Thu Apr 26 22:33:06 +0000 2018,Nine teenagers have died and one is missing from an organized trip after flash floods swept across Israel and the W… https://t.co/aH57Yk7iJp,-0.7003,0.0,0.775,0.225,31
@CNN,Thu Apr 26 22:27:05 +0000 2018,"For the first time in over a decade, the leaders of a divided Korea will sit down to negotiate an end to a decades-… https://t.co/F9u8nMRWKd",0.0,0.0,1.0,0.0,32
@CNN,Thu Apr 26 22:19:03 +0000 2018,"The parents of Otto Warmbier have filed a wrongful death lawsuit against the North Korean government, charging that… https://t.co/PIzCsodm61",-0.7003,0.0,0.734,0.266,33
@CNN,Thu Apr 26 22:18:07 +0000 2018,"RT @CNNSitRoom: “You are unfit to hold public office and undeserving of the public trust.” Lawmakers grill Scott Pruitt, the embattled admi…",-0.4404,0.0,0.879,0.121,34
@CNN,Thu Apr 26 22:15:17 +0000 2018,The White House releases photos of the meeting between newly confirmed US Secretary of State Mike Pompeo and North… https://t.co/OvZBxcA2rm,0.0,0.0,1.0,0.0,35
@CNN,Thu Apr 26 22:07:40 +0000 2018,Amazon is raising the price of Amazon Prime from $99 to $119 per year https://t.co/O8ZVUO8flb https://t.co/NSgFxwaiDA,0.34,0.195,0.805,0.0,36
@CNN,Thu Apr 26 22:06:45 +0000 2018,"California's DNA database law drew the wrath of privacy rights groups, but it may have helped nab the Golden State… https://t.co/6ERsSKCQPM",0.0,0.0,1.0,0.0,37
@CNN,Thu Apr 26 22:05:20 +0000 2018,"Attorney General Jeff Sessions told a House panel that ""this thing needs to conclude,"" potentially in reference to… https://t.co/O0EIilLFGq",0.0,0.0,1.0,0.0,38
@CNN,Thu Apr 26 22:04:11 +0000 2018,"The Trump administration has announced an end to a protected status for roughly 9,000 Nepalese immigrants that has… https://t.co/G8QNEJOSfM",0.4404,0.146,0.854,0.0,39
@CNN,Thu Apr 26 22:02:57 +0000 2018,Wells Fargo may be in even more trouble: The federal government has urged the embattled bank's board of directors t… https://t.co/ggMnP3sUu7,-0.2484,0.083,0.792,0.125,40
@CNN,Thu Apr 26 22:00:28 +0000 2018,Here's how an Alabama newspaper marked the opening of the nation's first lynching memorial https://t.co/gOtTDIsKQ9 https://t.co/MGeGqksQ5c,0.0,0.0,1.0,0.0,41
@CNN,Thu Apr 26 21:59:10 +0000 2018,Domino's stock surged 8% to a new record after reporting earnings and sales that topped forecasts… https://t.co/kelLbGlv84,0.0,0.0,1.0,0.0,42
@CNN,Thu Apr 26 21:54:27 +0000 2018,"The 53 most stunning lines from Donald Trump's ""Fox &amp; Friends"" interview | Analysis by @CillizzaCNN… https://t.co/FmkePwGl4E",0.7178,0.3,0.7,0.0,43
@CNN,Thu Apr 26 21:52:21 +0000 2018,6 new Gmail features worth trying -- and how to get them now https://t.co/6VZAKhK4Zd https://t.co/78MRT5gYKF,0.2263,0.128,0.872,0.0,44
@CNN,Thu Apr 26 21:49:06 +0000 2018,"Colin Jost and Michael Che, anchors of ""Weekend Update"" on ""SNL,"" will co-host this year's Emmy Awards… https://t.co/0H5depY27E",0.0,0.0,1.0,0.0,45
@CNN,Thu Apr 26 21:31:08 +0000 2018,"“How many women will it take before one woman is believed against the denials of a rich, powerful, famous man? Now… https://t.co/YQaJU9YY6S",0.7506,0.252,0.748,0.0,46
@CNN,Thu Apr 26 21:28:30 +0000 2018,"What did President Trump get first lady Melania Trump for her birthday? 

""You know I'm very busy to be running out… https://t.co/WfTRItopSW",0.0,0.0,1.0,0.0,47
@CNN,Thu Apr 26 21:18:01 +0000 2018,"“How many women will it take before one woman is believed against the denials of a rich, powerful, famous man? Now… https://t.co/3KZsd6U0LA",0.7506,0.252,0.748,0.0,48
@CNN,Thu Apr 26 21:09:28 +0000 2018,Union gives Broward County sheriff a vote of no confidence and will ask the Florida governor to remove him over his… https://t.co/s4mh3YIUUe,0.2732,0.135,0.776,0.09,49
